   0  14.4610427574   14  2.9638756412e+00  0.1827178547  0.2374309281  0.1925593384  0.1871778125
   1  16.7319102370    3  3.4181008625e-01  0.0725375692  0.0318736151  0.0108198337  0.0017909438
   2   4.9592395695  346  1.3566701059e+02  0.1646695966  0.0948222401  0.0941604403  0.1399631335
   3   7.5549226686  245  9.4659453986e+01  0.1934346692  0.0803936921  0.2015135147  0.0852240238
   4  12.2131208769   62  1.5689988917e+01  0.5135653012  0.2287652049  0.2603776550  0.2106786344
   5   6.8910720389  250  9.2263772984e+01  0.2550603802  0.1022983109  0.0828544495  0.1787745588
   6   6.0590510211  302  1.1665816322e+02  0.1027226586  0.2202021716  0.2339707060  0.0324192179
   7  16.6952885527    2  5.9860779490e-01  0.0016416446  0.0000980103  0.0005145006  0.0002346297
   8   4.8278434519  346  1.4748543280e+02  0.0562511006  0.1138102108  0.1902773794  0.1325297881
   9  10.4796120975  118  3.5618517957e+01  0.5033941062  0.2594153296  0.1415051559  0.2014414662
  10  12.7627539026   50  1.6628847159e+01  0.2170243409  0.1933498237  0.1247229318  0.2245865728
  11  10.3544884588  143  5.0418633216e+01  0.3292499931  0.1286055221  0.1764816959  0.1015971670
  12  16.5412543410    4  9.1822818663e-01  0.1885952003  0.0999338474  0.0703946139  0.0497734851
  13  13.9041583600   26  6.8737018910e+00  0.3117397664  0.4807466222  0.1930567673  0.4536224835
  14  17.9905332920    4  2.4663336235e-01  0.0943523437  0.0902141387  0.0190556397  0.0040003270
  15  12.9372393804   38  1.1540964951e+01  0.3791333408  0.2748410915  0.1787354845  0.1781206556
  16  14.5097092228   12  1.2721090446e+00  0.1134022913  0.0978985502  0.0420448336  0.0357656117
  17  13.3857492167   24  9.0541081245e+00  0.5787829393  0.0961712926  0.4007336283  0.1623873571
  18  11.2025185811   84  2.3728562711e+01  0.5668438232  0.2695399388  0.4786681316  0.3991255671
  19   6.2341198991  280  1.1175187859e+02  0.2755653800  0.1258182882  0.1638219239  0.1589763713
  20  16.8178300293    6  1.0162681900e+00  0.1255314639  0.1846655390  0.0809634773  0.0441572173
  21  14.7176216317   19  3.5723800757e+00  0.5086518004  0.4412436843  0.2192292780  0.3456081706
  22  12.2626362054   49  1.1301113811e+01  0.4140299534  0.1744036959  0.0483516629  0.2247664273
  23  14.1601059591   20  7.3364928670e+00  0.1898412906  0.5602976161  0.1676648278  0.2472124189
  24  17.8415345048    2  1.8046128456e-01  0.0026635668  0.0002341832  0.0012209204  0.0005550651
  25  14.9777817133    2  6.3953323512e-03  0.0353917440  0.0019301737  0.0021419615  0.0036914664
  26  18.3993543026    2  2.0988964717e-01  0.0039196830  0.0003021097  0.0011946302  0.0005042381
  27  17.0884877024    2  1.0959514593e-01  0.0191797364  0.0011164176  0.0029145678  0.0017994461
  28   7.4297567751  250  9.2114730787e+01  0.2121181456  0.0865638217  0.1084592030  0.0738221602
  29  11.7091098158   73  2.0915792462e+01  0.5164698247  0.3379240007  0.4980464162  0.3724461304
  30  15.5660474308    2  1.4125095812e-01  0.0019466471  0.0000951189  0.0009871112  0.0003036086
  31  17.5606638061    2  5.5248795965e-02  0.0406056769  0.0019016447  0.0032865294  0.0016459797
  32   7.5108610880  227  8.1287394012e+01  0.3156100099  0.1112897821  0.0858716936  0.1242757190
  33  10.1690277101  137  4.3330847552e+01  0.4166846028  0.0688640922  0.1283744900  0.0731237683
  34  16.9663477785    3  6.9144227337e-01  0.0827181615  0.0863775455  0.0734511938  0.0493073865
  35  11.2856568225   78  2.0172951176e+01  0.3904317078  0.2094281496  0.2266749988  0.1567693856
  36  14.8070243977    5  8.8238138648e-01  0.2267886274  0.1497184911  0.2062004285  0.2298840307
  37  15.2436049943    9  1.3442832118e+00  0.5318771872  0.2719847145  0.3682914681  0.2645564079
  38  13.5346673918   26  7.2536355008e+00  0.2599608988  0.1504055624  0.1967686117  0.2081791899
  39  16.2606929304    2  9.6406536574e-01  0.0000268292  0.0000048938  0.0000294208  0.0000134377
  40  15.1891187084    2  5.6888885002e-01  0.0048715607  0.0002942202  0.0012069126  0.0004163424
  41  14.9529105029   15  4.4716491050e+00  0.1840950620  0.1904763987  0.1650462646  0.1254723764
  42   9.7957078289  138  5.0210597253e+01  0.3347940412  0.0870587448  0.0949093311  0.0431510061
  43   9.3792608679  143  4.3389574243e+01  0.2495701730  0.1188126274  0.0850110798  0.0608523541
  44   9.6151189736  148  4.7422336199e+01  0.0967338200  0.0452198331  0.1341671528  0.1445194603
  45  11.2943738618   91  2.7035271414e+01  0.5225072164  0.1943536194  0.2435447293  0.1670746811
  46   9.3269301189  159  6.5967034163e+01  0.3365589059  0.0952531444  0.1056106710  0.1834526073
  47  13.2284867751   37  1.0553955839e+01  0.5492965285  0.0764706826  0.2908705609  0.1044399143
  48   7.3310023486  238  8.1551971983e+01  0.2170568311  0.1805312586  0.1472760579  0.1820410761
  49   3.1074627605  382  1.5636664300e+02  0.1251049770  0.0528408672  0.1369700499  0.0357617282
  50  13.6734985629   30  7.6157854877e+00  0.2951239803  0.3766102082  0.2234535745  0.2401143020
  51   9.2447032738  169  6.6737314583e+01  0.0730431132  0.1872390040  0.1947683694  0.0957598705
  52   8.1794598166  203  7.2958359471e+01  0.4410024340  0.1308063778  0.2424022305  0.2642183689
  53  15.2791732245    5  4.1252762403e-01  0.5788226866  0.3771949799  0.3911980548  0.2988995373
  54   4.8269555740  347  1.4931659177e+02  0.1463383253  0.0848806029  0.1384053119  0.1398754503
  55  11.1880994587   89  3.4256802075e+01  0.3660640942  0.1601801236  0.1969218288  0.1815268672
  56  16.5936094865    2  8.6745043461e-02  0.0037316239  0.0000923498  0.0014222824  0.0002505937
  57   5.3036439144  323  1.3867098392e+02  0.1974995218  0.0865148312  0.0636110094  0.0983631674
  58  10.8000502986  118  3.4663150414e+01  0.5150584681  0.0536092701  0.2134708577  0.0970974578
  59  17.0636765306    4  4.2276499010e-01  0.3512163967  0.0456969137  0.0580830362  0.0093817542
  60  12.9836945739   34  1.1458308002e+01  0.4134576876  0.3357054856  0.5298829451  0.5038341289
  61  11.2886699826   99  3.0319999114e+01  0.4550283018  0.1927146314  0.2001832442  0.2967647510
  62  10.6699980596  108  3.1333157113e+01  0.4466717627  0.1947876692  0.3091027244  0.2266493557
  63   7.2234468966  239  9.1146877254e+01  0.3544480686  0.1091188216  0.1552877640  0.0303561333
  64  16.7032184076    4  7.6031830012e-01  0.1408622241  0.0168598992  0.0075357849  0.0011529993
  65  14.6281799969    9  1.6405211428e+00  0.2994337603  0.3602393253  0.2777124961  0.2423833146
  66  10.5516812736  100  3.4711385161e+01  0.3659413289  0.2522854141  0.1738843370  0.2227632493
  67  17.7517077272    3  4.8737612218e-01  0.1038058208  0.0591919623  0.0284475859  0.0089294781
  68   5.5401998188  323  1.2404466027e+02  0.2777753161  0.1260137891  0.0098659178  0.1125195390
  69  13.9238308213   26  5.7060009906e+00  0.5149675637  0.3223086457  0.3772417006  0.3875424855
  70   7.1985707843  234  8.3396850025e+01  0.3830329550  0.0471778429  0.1133032922  0.0394483968
