   0  13.3341296090   24  4.4136928047e+00  0.7170762505  0.2262581674  0.3802411068  0.1602545403
   1  11.4809511365   65  2.0226681010e+01  0.5569426167  0.2538764474  0.3662953847  0.2624689342
   2  18.3411347558    2  9.3801921329e-02  0.0201783904  0.0000755135  0.0041094192  0.0000335285
   3  15.9668907830    7  5.0543930427e-01  0.6976299128  0.2032864019  0.4288771850  0.1759803094
   4  14.4233979630   14  2.3322784756e+00  0.1051223023  0.1461534969  0.1085543103  0.0665386433
   5  11.5141811989   92  2.4791878435e+01  0.4918638820  0.1895582825  0.1046647085  0.1004652756
   6  16.3788176874    8  2.0556428093e+00  0.4605423788  0.0791868909  0.1247295839  0.0392963845
   7  14.6702077226   20  3.7629829729e+00  0.2640950403  0.2268499212  0.2834230410  0.1778517478
   8   9.0244761033  179  7.0426443308e+01  0.2776880620  0.2665187220  0.1231021242  0.1244713568
   9  13.1794058272   23  8.2307032756e+00  0.3193407411  0.2258026526  0.1341038309  0.1371246414
  10  15.6635812767    3  4.0201420020e-01  0.2313289265  0.1219641107  0.0668385296  0.0267029572
  11  11.8987014504   64  1.8887681330e+01  0.5194964107  0.0407016227  0.2887351615  0.0218147249
  12   8.7476316747  214  7.9370675987e+01  0.1675967516  0.2671795472  0.0979551612  0.1293890943
  13   8.9781785136  162  5.4347718081e+01  0.3445677261  0.0819753326  0.0920540901  0.1448699217
  14  15.5263050503    6  4.2107270953e+00  0.2652482483  0.1695605387  0.0560345234  0.0799237142
  15  11.7328011848   68  2.3100049953e+01  0.4381628404  0.1097849421  0.1659849632  0.1075014215
  16   8.8923725864  171  6.4718432207e+01  0.2832879808  0.2138728939  0.1297827715  0.2575080436
  17  11.9747434035   74  2.1951529850e+01  0.5266297291  0.1060488139  0.4742471148  0.2108749113
  18  12.3754881026   66  2.3741867562e+01  0.4728273712  0.0778780090  0.3439889423  0.0825712051
  19  10.4776464841  112  3.4206416770e+01  0.2921124034  0.0764164690  0.0667030569  0.1248513366
  20  14.3212896632   21  5.7223293393e+00  0.6857915712  0.0987321438  0.3856795753  0.0563060731
  21  13.0003103010   24  9.0682191393e+00  0.4829647939  0.3645557005  0.4074045744  0.3476383388
  22  13.1793691531   37  1.0983694294e+01  0.3168560994  0.2948697604  0.2858741637  0.3179820673
  23  14.0974224648   20  5.1482358032e+00  0.6334451920  0.3191540484  0.4929559427  0.4048242333
  24  15.1441084494    2  2.5977163272e-02  0.0127218608  0.0002686126  0.0038819793  0.0007947441
  25   7.6763982141  244  8.3386619067e+01  0.2188411910  0.0289383618  0.1820748725  0.1448324893
  26  14.2876261983   11  9.7910651032e-01  0.2337414119  0.1501196446  0.1070331961  0.0863199049
  27   4.4432816362  362  1.6890894217e+02  0.1604486062  0.0693432161  0.1111381500  0.0416324159
  28  11.7196460106   54  2.0741234677e+01  0.6585637526  0.3663957107  0.4978536295  0.4692604505
  29   3.2540300008  379  1.6610235039e+02  0.0592166380  0.1370761134  0.0940590577  0.0264539583
  30  15.4331938943    4  7.3507711233e-02  0.2295519274  0.0616777184  0.0362300231  0.0227340758
  31  15.9112171099    2  2.3748998508e-01  0.0123532170  0.0010118689  0.0033455714  0.0016146399
  32   5.3965517119  318  1.3565112380e+02  0.1715496397  0.1533712278  0.1138390666  0.0959198273
  33  18.8500090981    2  1.8179656767e-01  0.0430936798  0.0013798860  0.0037723241  0.0019321920
  34   8.1090369998  198  7.0249698108e+01  0.4842166441  0.1579119560  0.1412379706  0.1157179396
  35  13.2740380776   34  8.0237712516e+00  0.1100133483  0.1422870560  0.1880989674  0.1437995522
  36   6.1071311556  285  1.1004605027e+02  0.1317978579  0.0506020513  0.0977866118  0.1315615756
  37   5.0709873088  333  1.3984854721e+02  0.0925809923  0.0435177182  0.1340290703  0.1468613641
  38   7.3271351534  231  8.1623294644e+01  0.3849708919  0.1421541066  0.1887624451  0.1827350590
